User ID,Predicted User Category,Recommended News Category,Recommended Article
U3993,user_3,Crime,18-Year-Old Indiana Man Arrested For Planning To Join Islamic State
U9578,user_3,Crime,Suspect In 5 Weekend Murders Also Eyed In Toddler's Death
U3759,user_1,Entertainment,Lil Nas X Recreates Steamy Shower Scene On Stage At 2021 MTV VMAs
U8421,user_3,Crime,Snapchat Videos Show Couple Shooting Up Houston Neighborhoods
U6034,user_2,Education,Louisiana Has A Five-Year-Old 'Parent Trigger' Law That No Parent Has Ever Used
U7759,user_2,Education,Voucher Champs Take Note: Illinois’ $75M Tax Credit Offset Funding Does Not Exist
U9787,user_1,Entertainment,Khloe Kardashian Gets Real About 'Letting Go' In Heartfelt Instagram Essay
U3644,user_2,Education,The Curse of Perfect Spelling
U7023,user_1,Entertainment,Bill Murray Will Voice Your Favorite Animated Bear
U9822,user_3,Crime,Police Hope Perps Will Fall For This 'Lost And Found' Meth Ad
U8345,user_2,Education,"New Course Leads To Big Gains In Number Of Girls, Minorities Taking AP Computer Science Exams"
U5991,user_3,Crime,Parkland Could've Been Worse. Vegas Could've Been Worse. They Can Always Be Worse.
U8649,user_1,Entertainment,Grey's Anatomy Recap: No More Shower Sex in 'Don't Let's Start'
U7203,user_2,Education,6 Trends Improving K-12 Learning Experiences
U5660,user_2,Education,Why Would Learning Be the Goal of 21st Century Schools?
U6005,user_2,Education,Diverse Conversations: Training Tomorrow's Educators
U5802,user_3,Crime,"New Details Emerge In Forgotten Murder That Snared Attorney, Highway Patrolmen"
U1834,user_2,Education,First Amendment Lawsuit Says Student Was Punished for Wearing a T-shirt Advocating Gun Rights
U4628,user_3,Crime,Florida Officer Accused Of Selling Drugs to Undercover Detective
U0492,user_1,Entertainment,This Exclusive 'Traders' Clip Shows Sam Tarly Is Out Of Control Without Jon Snow
U3473,user_1,Entertainment,"Iron Man, Black Widow, Captain America, Thor And Hawkeye Got Matching Tattoos"
U8204,user_3,Crime,FBI Hunts 'Spelling Bee Bandit' Who Hands Over 'Robery' Notes
U1339,user_2,Education,Testing: Enhanced Interrogation in the Classroom
U9532,user_1,Entertainment,Kid Cudi Storms Offstage At Rolling Loud Before Surprise Kanye West Appearance
U3619,user_2,Education,Show Up For Kids So They Can Show Up To School
U5820,user_2,Education,The Barriers to Technology in Education
U4519,user_1,Entertainment,‘Bachelor In Paradise’ Star Claims His Character Is Being 'Assassinated'
U9313,user_1,Entertainment,Everyone Go Home Because Rihanna Canceled Her Grammys Performance [UPDATE]
U0704,user_3,Crime,Police Bet On Rare 'Pokemon Go' Character To Catch Fugitives
U3596,user_1,Entertainment,Iggy Azalea And Weird Al?!
U6556,user_2,Education,Tenure: Education's Friend or Foe?
U2423,user_2,Education,The Big Uneasy. What’s Roiling The Liberal-Arts Campus?
U8176,user_3,Crime,Mom Of Four Killed In Road Rage Incident
U2472,user_1,Entertainment,"'Beetlejuice' Sequel Is Not A Go, According To Tim Burton's Rep (UPDATED)"
U6530,user_1,Entertainment,"Kendrick Lamar, TDE Crew Release Short Documentary Chronicling Concerts And Rappers' Beginnings"
U5421,user_2,Education,Use Proven Programs or Manage Using Data? Two Approaches to Evidence-Based Reform
U4408,user_3,Crime,Oregon Shooter Died By Suicide
U4919,user_2,Education,Teacher of My Heart
U7171,user_1,Entertainment,Banksy Went On 'Spraycation' And All We Got Was Some 'Mindless Vandalism'
U0343,user_2,Education,Teach For America’s Houston T-shirt Sale
U2446,user_3,Crime,"Colorado Church Remembers Fallen Officer, Asks Forgiveness For Shooter"
U7785,user_3,Crime,'Making A Murderer' Directors Don't Think Steven Avery Is Guilty Of Murder
U1194,user_2,Education,"Talk, Read and Sing to Kids to Close the Word Gap"
U2918,user_1,Entertainment,Jessica Williams And Phoebe Robinson's '2 Dope Queens' Is Coming To HBO
U7395,user_2,Education,How Trump's Harsh Education Cuts Undermine His Economic Growth Goals
U2524,user_2,Education,3 Reasons Why You Should Never Send a Kid to a Dictionary to Look Up the Spelling of a Word
U3068,user_3,Crime,Kathlyn Regina Huff Arrested After 36 Years On The Run (VIDEO)
U6181,user_1,Entertainment,Beyoncé Explains The Birth Of 'Yoncé' And Breaking 'The Fourth Wall'
U5314,user_1,Entertainment,NEWSFLASH: Justin Bieber Thinks You Care If He Shaves His 'Mustache'
U7865,user_2,Education,Sense and Sensibility: Why Librarians Remain Essential to Our Schools
U7833,user_3,Crime,"Even When the Subject Is Gun Control, Our Government Wins When Justice Is Done"
U1580,user_3,Crime,"James Pepe, Florida High School Teacher, Arrested In Murder-For-Hire Scheme Against Rival Teacher"
U5574,user_3,Crime,"Armando Torres, Marine, Kidnapped By Armed Men In Mexico: Family"
U5310,user_2,Education,Calif. High School Student Wins Election On Anti-Muslim 'Joke' Video
U6782,user_2,Education,A Classroom Of Tomorrow
U0394,user_1,Entertainment,Film Producers' Discussion On Weinstein Scandal Had Only 1 Woman
U1052,user_3,Crime,Runner In Krispy Kreme Challenge Dies Following Chest Pains
U3851,user_2,Education,The Reason I Loved English Class Is the Reason My Students Hate It
U1636,user_2,Education,16 Reasons Why I Love to Teach Creative Writing
U1634,user_3,Crime,Prosecution Scores Two Big Wins In Freddie Gray Case
U8521,user_3,Crime,"Ex-Cop Steven Zelich Pleads Guilty To Killing Woman, Ditching Body"
U5277,user_1,Entertainment,Trevor Noah Has A Brutal Response To Louis C.K. Sexual Misconduct Allegations
U1650,user_1,Entertainment,Sara Bareilles Reveals The Real Story Behind 'Love Song’
U4085,user_1,Entertainment,My JFK Obsession Becomes a Living Nightmare at Dealey Plaza
U3497,user_3,Crime,The Throwaways
U3688,user_1,Entertainment,Boy: Taking The Process On Tour
U6090,user_2,Education,Federal Judge Suspends New York City's Vaccine Mandate For Teachers
U8630,user_2,Education,The Global Search for Education:  With the World in Mind
U9016,user_1,Entertainment,I Called Him Morgan
U6422,user_2,Education,Technology Is Bringing Back the Apprenticeship Model. It Just Has a Different Name - Mentoring
U5020,user_2,Education,Teaching Gatsby Under Obama Was Eerie. Teaching It Under Trump Is Crushing
U0130,user_2,Education,Better Together:  Parenting a Child in an Independent School
U7963,user_3,Crime,Missing Alaska Family Died In Murder-Suicide: Police
U9234,user_3,Crime,"Man Fatally Shot Outside Courthouse, Suspect 'A Good Guy,' Girlfriend Says"
U2365,user_1,Entertainment,Susan Sarandon's Daughter Eva Amurri Claims Nanny Wanted To Sleep With Her Husband
U4455,user_2,Education,Teacher Sets Her Students The Funnest Homework Assignments Ever
U2136,user_1,Entertainment,'District 9' Director Is Back With A Movie About A Cute Robot
U8969,user_3,Crime,Oregon Shooter Died By Suicide
U6526,user_2,Education,What My Students Think About School Lunch
U3598,user_2,Education,"In Annual Newsletter, Gates Goes Silent On Education"
U7458,user_3,Crime,Navy Hospital Staffers Removed After Sharing Disturbing Photos Of Newborns
U2122,user_2,Education,"For Effective Education Policy, Listen to Effective Teachers"
U6734,user_3,Crime,"Blind Sailor Successfully Sails From Mexico To Hawaii, Crashes On Reef Upon Arrival"
U9484,user_2,Education,Putting the Oxygen Back into Improving Education
U5100,user_2,Education,"The Global Search for Education: Head, Heart, Soul, and Frankenstein"
U1565,user_1,Entertainment,Singers Kacey Musgraves And Ruston Kelly File For Divorce
U8706,user_3,Crime,Heather Elvis Missing: 2 In Custody As Hundreds Search For South Carolina Woman
U6329,user_3,Crime,Watch Hero Cop's Narrow Rescue Of Man Jumping From 6th Floor
U5257,user_1,Entertainment,Judge Suspends Britney Spears' Father As Her Conservator
U0974,user_2,Education,Making Cyberschool Creepier
U8767,user_1,Entertainment,Billy Joel Defends Taylor Swift Against Snooty New Yorkers
U9382,user_1,Entertainment,Zayn Malik Is Now Bald And Still Beautiful
U6928,user_1,Entertainment,Gloria Estefan Is Getting A Broadway Musical In 2015
U4249,user_2,Education,Mr. MacPherson Circa 1982
U4117,user_3,Crime,"Ohio State Attacker May Have Been Inspired By Overseas Militants, FBI Says"
U8814,user_1,Entertainment,W. Kamau Bell Chimes In On Politics And Racism
U1284,user_3,Crime,Driver Arrested For Allegedly Injuring Policeman While Having Seizure
U0710,user_2,Education,"A Step Forward in Washington, A Step Back in New York"
U0225,user_3,Crime,Body Found May Be Of Missing 3-Year-Old Left Outside By Dad: Police
U3420,user_3,Crime,Backpage.com Founders Indicted For Facilitating Prostitution On Site
U9881,user_3,Crime,Safer Streets and Communities Start at Home
U8885,user_2,Education,ASU + GSV Report: Teachers and Tech Tools
U5704,user_1,Entertainment,'Infinity War' Is Selling Faster Than The Last 7 Marvel Movies Combined
U8507,user_2,Education,Resolved to Teach More Through Writing
U3646,user_2,Education,"Mathematics, Magic and Mystery"
U7562,user_1,Entertainment,10 Times Bruce Springsteen Made Us Proud To Be Born In The U.S.A
U1350,user_3,Crime,JODI ARIAS VERDICT WATCH: Jury Deliberating Arias' Fate
U4113,user_1,Entertainment,The Internet Is Going Crazy Over What Padma Patil Looks Like Now
U2801,user_2,Education,Adventures of a Creationist at the Field Museum
U1246,user_1,Entertainment,Ben Higgins Named The Next 'Bachelor'
U5718,user_2,Education,"A Gay 6-Year-Old's Thank You To His First Grade Teacher, 20 Years Later"
U1264,user_2,Education,I Am Not Hostile To Change
U3802,user_2,Education,#UTADNA Grad Student of the Year
U1160,user_2,Education,"President Trump In The Eyes Of Kids, Parents And Teachers"
U2790,user_2,Education,The Power of Partnerships in Early Education
U9760,user_1,Entertainment,Miles Teller Doing OK After Bronco Flips Over In Car Crash
U7371,user_1,Entertainment,Kanye West Reportedly Breaks Ties With Jay-Z's Streaming Service Over Money
U6349,user_2,Education,Safe Space versus Comfort Zone: Protecting Open Dialogue on Campus
U8549,user_2,Education,"Reflections of an Octogenarian IV: Whatever Happened to the Core in the Core Curriculum? Now You See It, and Now You Don't"
U9572,user_3,Crime,Fifth-Graders Arrested After Allegedly Planning Explosion
U2033,user_1,Entertainment,'Roseanne' Renewed For A Second Season After High-Rated Premiere
U0820,user_1,Entertainment,When Jerry Met Barbara...
U4755,user_1,Entertainment,'Super Troopers 2' Is Officially Happening
U7903,user_3,Crime,Minnesota Realizes 'FMUSLMS' Vanity Plate Maybe Isn't Such A Hot Idea
U0927,user_3,Crime,Person Of Interest Detained After California Mosque 'Firebombed'
U2781,user_3,Crime,Church Shooting Victim's Last Snapchat Included Shooter
U0788,user_3,Crime,Plainclothes New York City Police Detectives Shoot And Kill Suspected Robber In Manhattan
U0477,user_3,Crime,Out-Bad Chronicles: Fantasy From Hell
U2804,user_2,Education,All Parents Need Access to Education Data Now
U0399,user_2,Education,16 Reasons Why I Love to Teach Creative Writing
U6547,user_3,Crime,Pokemon Geeks Bring Guns To Championship: Cops
U5459,user_2,Education,Dear Teachers
U5810,user_3,Crime,Colorado Man Arrested After Challenging Daughter To A 'Duel': Sheriff
U2261,user_1,Entertainment,"Jimmy Kimmel Asks People To Critique Movies That Don't Exist, Thank God"
U0384,user_2,Education,How Social-Emotional Learning Transforms Classrooms
U2646,user_2,Education,Staunch Majority of California Voters Support Pre-K
U1949,user_2,Education,Educational Test Still Incentivizes Cheating
U3246,user_2,Education,Where Do Schools Close Most Often For Weather?
U3216,user_2,Education,"Double Standard, Double Spacing"
U9326,user_2,Education,How Social-Emotional Learning Transforms Classrooms
U7006,user_3,Crime,New Jersey Boys Survive 100-Foot Fall After Father Jumps With Them In His Arms
U7719,user_1,Entertainment,See Francis Ford Coppola's Notes For Famous 'Godfather' Scene
U3109,user_1,Entertainment,Donald Trump Is All Shook Up In Jim Carrey's New Elvis-Themed Art
U7496,user_3,Crime,Oakland Warehouse Fire Death Toll Continues To Soar
U8325,user_1,Entertainment,"Don’t Set Fire To The Rain, But Adele Just Canceled One Of Her Concerts"
U8814,user_1,Entertainment,Kim Cattrall's Missing Brother Found Dead At His Home
U3098,user_1,Entertainment,Seth Meyers Says It's Good Fallon Gives Trump 'Less Of An Ass-Kicking'
U2277,user_2,Education,Looking Forward: E-Colors in Education
U7457,user_2,Education,Dropping the Needle: Disruptive Innovation and Higher Education
U9262,user_3,Crime,Family Donates Heart Of 5-Year-Old Girl Fatally Shot While Sitting On Grandpa's Lap
U0481,user_3,Crime,Runner In Krispy Kreme Challenge Dies Following Chest Pains
U0433,user_2,Education,"A Path to Dairy Farming, Not College"
U6124,user_2,Education,Tuning in to Teachers
U1142,user_1,Entertainment,Popcorn Preview: American Sniper
U3270,user_3,Crime,"After LA Sheriff's Deputies Fatally Shoot A Man, His Family Claims Excessive Force"
U4077,user_1,Entertainment,The Muslims Are Coming -- to Netflix
U4194,user_3,Crime,"Lax Supervision Plagued Officer Sex Cases, AP Investigation Finds"
U3171,user_1,Entertainment,"Don’t Worry, The New 'Roseanne' Isn’t All About Donald Trump"
U4382,user_2,Education,Want To Start School Later? Avoid These 10 Common Traps
U5079,user_1,Entertainment,"Will Smith Isn't Returning For 'Independence Day 2' After All, According To Latest Report"
U6944,user_2,Education,Partisan Divide About College Reflects Our Dislike Of Each Other
U8985,user_1,Entertainment,The First Look At 'Mary Poppins Returns' Is Absolutely Magical
U7940,user_2,Education,Does High School Matter?
U5860,user_1,Entertainment,Another Woman Accuses Jeremy Piven Of Groping Her On 'Entourage' Set
U2285,user_1,Entertainment,Jack Antonoff Asks Kesha To Make Music With Him Until She's Free Of 'That Creep'
U8438,user_3,Crime,"Woman Stabs Boyfriend To Death After He Bites Her Finger, New York Police Say"
U9209,user_2,Education,Empowering the Next Generation of Scientists
U3524,user_2,Education,"MakeSchool Co-Founder Ashu Desai Talks about, ""The Computer Science Degree of the Future"""
U5204,user_2,Education,Success Academy Works for My Kid
U0496,user_2,Education,What's Wrong With Denigrating Girls and Women in Schools?
U3363,user_1,Entertainment,Nicki Minaj's ‘Pink Friday: Roman Reloaded - The Re-Up': Singer Blames Walmart For Poor Album Sales
U8310,user_3,Crime,4 People Shot And Killed At Texas Apartment Complex
U9318,user_1,Entertainment,"Don't Tell A, But Lucy Hale Just Dyed Her Hair Blond"
U1832,user_1,Entertainment,Uggie The Dog From 'The Artist' Dead At 13
U5390,user_1,Entertainment,Some Thoughts on American Sniper
U7245,user_2,Education,Should I Switch My Student Loan To a Variable Interest Rate?
U4595,user_1,Entertainment,Celebrities Emerging From Water Because Hey ... It's Labor Day!
U2399,user_2,Education,Best School Day
U7160,user_3,Crime,Tourist Brings Loaded Guns To 9/11 Memorial
U9330,user_2,Education,"EduScholar Rankings: Where Education Policy Should Be Going, Versus Where It Is"
U6264,user_1,Entertainment,John C. Reilly Announces ‘Wreck-It Ralph 2’
U4394,user_1,Entertainment,Brad Pitt Praises Angelina Jolie For Her Strength During Health Battle
U9901,user_2,Education,Donald Trump Says Our Schools Are 'Flush With Cash.' They’re Falling Apart!
U2140,user_3,Crime,"No Evidence That Man Who Attacked Cop Was Part Of Organized Cell, FBI Says"
U1893,user_2,Education,"Arkansas Residents Jim And Alice Walton Pony Up $1,835,000 To Raise Charter Cap In Massachusetts"
U9430,user_2,Education,University Of Wisconsin-Inferior
U9941,user_2,Education,What Do We Know About the New SAT?
U5389,user_2,Education,When Graduating Yale Law School Isn't Enough.
U5923,user_3,Crime,DJ Fined For Playing 'F**k Tha Police' While Cops Cleared Out Bar
U8598,user_1,Entertainment,'Making A Murderer' Convict's Half Brother Releases Rap Track
U0055,user_1,Entertainment,Carey Mulligan Puts Oscars Statue To Shame In Golden Crop Top Gown
U2708,user_1,Entertainment,God and Life of Pi
U0834,user_3,Crime,"Jeremiah Oliver, Missing Boy, Was Supposed To Get Regular Social Worker Visits"
U2676,user_2,Education,"PARCC Is Down to DC Plus Ten States, and Louisiana Isn't One of Them"
U1212,user_1,Entertainment,New ‘Roseanne’ Teaser Makes Fun Of The Show’s Original Ending
U3512,user_3,Crime,Texas Executes First Inmate With New Batch Of Drugs
U7159,user_2,Education,Dear Secretary DeVos
U3299,user_2,Education,What Are Teachers Looking For When They Want To Leave Teaching?
U5235,user_2,Education,The Smartest Thing I've Ever Read About Consent
U2123,user_1,Entertainment,Here Are All The TV Shows You've Never Heard Of That Won Golden Globes
U3743,user_2,Education,Weingarten Wants Common Core; Lewis Says We're Done
U9945,user_2,Education,Betsy DeVos And Her 2015-16 School Choice Yearbook
U4519,user_2,Education,"If Charter Schools Don’t Reject This Doctrine, They’ll Cease To Be Labs of Innovation"
U3813,user_2,Education,Encouraging the Discouraged Reader
U9527,user_1,Entertainment,Justin Timberlake Opens Up About His Super Bowl Prince Tribute
U0273,user_3,Crime,Photos From The Townville Elementary Shooting Scene
U6670,user_3,Crime,Do College Towns Really Need Tanks to Keep Them Safe?
U2739,user_2,Education,Opposition Rallies Against Plan To Put Unqualified People In Classrooms
U0724,user_3,Crime,Gunman Kills Professor At Delta State University
U2315,user_3,Crime,Headless Body Found On Cape Cod Beach
U0203,user_1,Entertainment,Beyoncé Postpones Nashville Show Just Days After Formation World Tour Kicks Off
U3639,user_1,Entertainment,E! Reportedly Developing 'Jawbreaker' TV Series To Feed Your Appetite For Nostalgia
U6614,user_1,Entertainment,Kelly Clarkson Freaks Out Over Meeting Meryl Streep On Golden Globes Red Carpet
U7199,user_2,Education,Have Student Loans? Understand Your APR
U2019,user_1,Entertainment,Rocker Patty Smyth Sings 'Goodbye To You' To Donald Trump
U3800,user_3,Crime,Attorneys for 'Affluenza' Teen Ethan Couch Ask To Have Him Released
U8891,user_1,Entertainment,The Rock Has The Best Response To A Meme Calling Him Out
U8515,user_1,Entertainment,Benedict Cumberbatch Spoofs Apple's 1984 Commercial In 'SNL' Toilet Ad
U5735,user_3,Crime,Man Tries To Break Into Judge's Office Twice (VIDEO)
U8537,user_2,Education,The Global Search for Education: Oppi-tunities for Parents
U9521,user_2,Education,"Let's Talk About Teacher Retention, Not Tenure"
U5992,user_2,Education,Will Every Student Succeed? Not With This New Law
U9103,user_2,Education,"Reflections of an Octogenarian: Educational Reform, or Stop Me if You've Heard This One Before"
U1021,user_3,Crime,Is This Thief A Ninja Or Just Some Guy In A Leather Jacket?
U7428,user_2,Education,Jonathan Kozol's Death at an Early Age Is Still a Must-Read
U9635,user_1,Entertainment,The Improbable Success Of 'James Van Der Memes'
U1544,user_1,Entertainment,Taylor Swift Goes ‘Wandering' With Jaime King & Lorde
U8625,user_2,Education,University Of Wisconsin-Inferior
U3591,user_2,Education,Will Charters Really Try to Replace Suspensions With Win-Win Alternatives?
U0641,user_3,Crime,"Mother On Trial For Hitting, Pinching Toddler During Long Flight"
U0657,user_2,Education,"Reflections of an Octogenarian IV: Whatever Happened to the Core in the Core Curriculum? Now You See It, and Now You Don't"
U4633,user_2,Education,Happy Birthday America
U2195,user_2,Education,Giving Teenagers Weapons is NEVER a Solution
U6953,user_2,Education,"While Teachers Fight For Better Pay, West Virginia Lawmakers Discuss Opossums"
U8053,user_2,Education,West Virginia Teachers Are Making Sure Their Students Get Fed While They're On Strike
U0843,user_2,Education,"North Carolina, Your Teachers Are Worth More"
U9222,user_3,Crime,Woman Bashes Roommate With Hammer When She Backs Out Of Suicide Pact: Cops
U7949,user_1,Entertainment,Hilary Duff Publicly Drags Neighbor Who Keeps Her Up ‘All Night’
U1781,user_1,Entertainment,Milo Ventimiglia Strips Down To Raise Awareness For Breast Cancer On 'Ellen'
U9133,user_3,Crime,Louisiana Theater Shooter Identified As John Russel Houser
U8237,user_3,Crime,Florida Police Release Eerie New Surveillance Video In Hunt For Suspected Serial Killer
U4115,user_3,Crime,Canadian Judge Finds Radio Star Jian Ghomeshi Not Guilty Of Sexual Assault
U5090,user_2,Education,Looking Forward: E-Colors in Education
U3615,user_2,Education,"Preemptive Move Fails, Pearson Shareholders Turn On CEO"
U3370,user_2,Education,Why We Should Care About Boys and Young Men of Color
U0670,user_3,Crime,Officer Shoots Rock-Wielding Man At Dallas Airport
U2810,user_3,Crime,"NYPD Officer Stripped Of Badge, Gun After Deadly Road-Rage Shooting"
U0765,user_1,Entertainment,Conan Visits Haiti To Get A History Lesson And Prove Trump Wrong
U6447,user_3,Crime,Prison Officer Suspended In Connection With Escaped Killers
U4779,user_2,Education,"Graduation Rates Are Rising, but Too Many Students Are Still Falling Behind"
U2062,user_2,Education,Our Students. Their Moment. My A**!
U0903,user_3,Crime,"1 Dead, 7 Injured In Shooting At San Diego-Area Swimming Pool"
U2643,user_2,Education,Technology Is Bringing Back the Apprenticeship Model. It Just Has a Different Name - Mentoring
U7112,user_2,Education,The Global Search for Education:  Just Imagine Secretary Hargreaves
U5135,user_3,Crime,Cops Find $10 Million Worth Of Cocaine Inside Blinged-Out Horse's Head
U2651,user_2,Education,New York Governor Unveils Plan To Help Lower Income Students Afford College
U7127,user_2,Education,"At National Charter Conference, The Numbers Add Up -- Except When They Don't"
U0735,user_3,Crime,"Victor Joseph Espinoza, 425-Pound Gang Member, Allegedly Tried To Kidnap Boy: Police (VIDEO, PHOTO)"
U2314,user_3,Crime,Oregon Shooter's Mother Wrote About Guns In Online Forum
U1901,user_3,Crime,US Polygamist Busted In Mexico Following Deaths Of Three Young Americans
U4601,user_2,Education,Rethinking the College Mental Health Crisis: Do Bubble Wrap and Special Snowflake Myths Prevent a Vision for Needed Change?
U7409,user_1,Entertainment,"Spike Lee On Politics & Mitt Romney: 'There Will Be A Block Of People Saying, 'I Cannot Vote For A Mormon''"
U1169,user_1,Entertainment,Jodie Sweetin Has Finally 'Given Up' On An Olsen Twins Appearance In 'Fuller House'
U3664,user_1,Entertainment,Maggie Gyllenhaal Says What's Turning Her On In Golden Globes Speech
U8811,user_3,Crime,Trump Calls Central Park 5 Settlement A 'Disgrace'
U8256,user_3,Crime,Hunter Fatally Shoots Woman He Mistook For A Deer On Thanksgiving Eve
U8799,user_2,Education,Pearson Botches Mississippi Testing [Again]; Mississippi Immediately Severs Contract
U3467,user_3,Crime,Man Throws Chainsaws At Cops During High Speed Chase
U8921,user_3,Crime,David Adam Pate Charged With Murder Of South Carolina Man After Body Found In Woods
U1125,user_2,Education,A GI Bill for Millennials
U6350,user_3,Crime,"Joshua Hakken, Suspected Kidnapper, May Have Taken Sons To Sea In Sailboat"
U7872,user_1,Entertainment,Sarah Paulson's 'AHS' Hint Adds Evidence To Charles Manson Theory
U0465,user_3,Crime,Passing Driver Fatally Shoots Gunman Attacking Arizona State Trooper
U6372,user_1,Entertainment,Jury Sides With Led Zeppelin In 'Stairway To Heaven' Plagiarism Trial
U3522,user_1,Entertainment,Zaki's Review: 'Teenage Mutant Ninja Turtles' (2014)
U3154,user_1,Entertainment,Katy Perry's 'Part Of Me': Singer Reveals She Was Told To Lie About Song's Origins
U6835,user_2,Education,An Education That Starts With Morning Rhythms
U6890,user_3,Crime,Fourth Victim In Marysville Shooting Dies
U4802,user_2,Education,Why Critical Thinking Will Never Be on the Test
U1653,user_1,Entertainment,Adele's Isolated Vocals From 'SNL' Prove She's The Best Singer Out There
U6727,user_1,Entertainment,'Last Jedi' Director Explains How He Hid A Classic 'Star Wars' Easter Egg
U5519,user_2,Education,"Let's Talk About Teacher Retention, Not Tenure"
U6877,user_3,Crime,Thresholds Of Violence: How School Shootings Catch On
U3417,user_2,Education,Real Estate Ebb and Flow-Old to Young
U3112,user_3,Crime,"Limbo For Michael Slager, Ex-Cop Filmed Shooting Walter Scott In The Back"
U9408,user_3,Crime,"Children, Same-Sex Couple Identified In 'Horrific' Upstate New York Quadruple Homicide"
U9625,user_1,Entertainment,Kevin Hart Challenges Famous Friends To Help Victims Of Hurricane Harvey
U0028,user_2,Education,From Student to Teacher: The Rise of Singapore Education
U9864,user_1,Entertainment,NBC Can't Get Enough 'Peter Pan'
U2140,user_2,Education,If Ever There Was a Kid Born to Read
U5232,user_3,Crime,"Hawaii Man's Stealing Spree Includes 6 Ukuleles, 3 Vehicles: Police"
U9497,user_3,Crime,Man Jailed 6 Months Despite Alibi Showing Him Nowhere Near Murder
U9997,user_2,Education,"""Throwing Out the Clock"" on Teacher Education"
U6886,user_3,Crime,Brothers Arrested For Child Porn Fantasized About Killing: Cops
U2362,user_3,Crime,"Thief Does A Little Dance After Stealing Wallet From A Car, Gets Jailed"
U5476,user_2,Education,Parenting Debate: Tiger Mom vs.Teacher Mom -- Today
U1187,user_1,Entertainment,Adam Levine Performs 'Lost Stars' With Maroon 5 At The Oscars
U9974,user_3,Crime,"Man Mailed Dead Skunks, Raccoon To Rival For Job, Police Say"
U3083,user_2,Education,Desperate Law Schools Are Admitting Way Too Many Poorly Qualified Students
U6410,user_1,Entertainment,NBC News Technician Larry Edgeworth Dies Of Coronavirus Complications
U3369,user_3,Crime,Bystander Opens Fire On Suspected Home Depot Shoplifters
U3199,user_3,Crime,Bystander Opens Fire On Suspected Home Depot Shoplifters
U5736,user_1,Entertainment,Kim Cattrall Says Ellen Would Make A 'Fabulous' Samantha In 'Sex And The City 3'
U2590,user_2,Education,Michigan Schools: An Example Of Needed Vigilance Nationwide
U1881,user_3,Crime,Her Husband Killed 49 People In Orlando. Now She's On Trial For Terrorism.
U5358,user_2,Education,"Reading, Writing and Arithmetic"
U1418,user_3,Crime,Gunman's Hatred For Women Revealed In Chilling 'Manifesto'
U8588,user_1,Entertainment,That Shocking 'Walking Dead' Death Just Changed Everything
U1854,user_1,Entertainment,Howard Stern Tells Trump Voters What The President Really Thinks Of Them
U2961,user_3,Crime,Police Change Timeline Of Las Vegas Mass Shooting Again
U5997,user_1,Entertainment,Stevie Wonder Opens Hurricane Benefit By Slamming Climate Change Deniers
U8924,user_3,Crime,Brothers Blow Up House Celebrating Lottery Win In Kansas: Cops
U2772,user_1,Entertainment,Blac Chyna Lashes Out At Haters Criticizing Her Casual Pregnancy Look
U3660,user_2,Education,"Here’s How Washington, D.C. Can Drive Innovation In Education Throughout the Country—With No Strings Attached"
U9014,user_1,Entertainment,The 'Tomb Raider' Trailer Is Here And We Already Miss Angelina Jolie
U5768,user_3,Crime,Texas Bomb Suspect's Family 'Devastated And Broken'
U6298,user_2,Education,Letter to Jenny
U4406,user_2,Education,Why Marginalized Youth In Des Moines Need Spoken Word Poetry
U3652,user_2,Education,"By Trying to Reduce Class Sizes, We're Solving the Wrong Problem"
U2275,user_3,Crime,Prep School Rape Suspect Ignored Girl's 'No' Plea: Prosecutor
U3956,user_3,Crime,Remarkable Boston
U5503,user_2,Education,"At National Charter Conference, The Numbers Add Up -- Except When They Don't"
U7993,user_2,Education,Lesson for Urban Cities: How Chicagoans Stand Up for Quality Schools
U1232,user_1,Entertainment,Ryan Gosling and Bradley Cooper: The Place Beyond the Pines
U3205,user_2,Education,How We Do It: Success in the Classroom
U6352,user_3,Crime,Officer Charged With Murder In Shooting Death Of Justine Damond
U1732,user_1,Entertainment,Actor And Playwright Sam Shepard Dead At 73
U0637,user_2,Education,Just Another Brick in the Wall: How Education Researchers Ignore the Ends to Tweak the Means
U0009,user_1,Entertainment,Jimmy Kimmel Roasts Donald Trump Throughout Oscar Opening
U0134,user_1,Entertainment,Sam Richardson Thinks The 2016 Election Is More Absurd Than ‘Veep'
U0146,user_1,Entertainment,We Now Know What Happened To Emma Thompson And Alan Rickman's Characters From 'Love Actually'
U0547,user_2,Education,Homage to My Teachers
U5561,user_1,Entertainment,Bill Murray Moved To Tears Watching 'Groundhog Day' On Broadway
U8136,user_3,Crime,Suspect 'Calm And Laughing' After Allegedly Killing Vermont Social Worker
U7186,user_2,Education,Educating for Democracy: What Makes a 'Great Student'?
U7026,user_2,Education,The Global Search for Education: Our Top 12 Global Teacher Blogs -- What Will Be the Most Significant Classroom Innovation in the Next 10 Years?
U8983,user_2,Education,Year-Round Schooling: Why It's Time to Change
U5992,user_2,Education,Every Teacher Should Be Bad At Something
U5968,user_2,Education,Pennsylvania Legislature Plans To Take Away Teachers’ Sick Days
U5582,user_2,Education,Lessons for Parents on Pink Versus Blue Tech
U4024,user_3,Crime,Just Vengeance
